1,3
2,3
3,1
4,2
5,4
6,3
7,1
8,4
9,1
10,5
11,1
12,3
13,5
14,1
15,5
16,4
17,2
18,2
19,4
20,1
21,5
22,5
23,5
24,3
25,5
26,1
27,4
28,3
29,2
30,5
31,4
32,4
33,1
34,2
35,4
36,4
37,3
38,1
39,5
40,4
