22,1
33,2
13,2
36,2
19,2
31,3
3,3
9,3
1,3
26,4
21,4
40,4
12,4
38,5
34,5
32,5
30,5
20,6
6,6
10,6
7,6
35,7
24,7
14,7
8,7
37,8
28,8
18,8
16,8
29,9
15,9
27,9
2,9
25,9
5,9
23,10
4,10
11,10
39,10
17,10
